idx,prem,hyp,batch_name,uploaded_at,source_file
1952,Él es caballeroso hasta el punto de la idiotez.,Él necesita aprender a ser un poco más caballeroso.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1953,Él niveló su telescopio sobre esa figura.,Dirigió su telescopio a la figura de la mañana.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1954,Él apuntó su telescopio sobre esa figura.,Apuntó su telescopio a la figura.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1955,Él niveló su telescopio sobre esa figura.,"Rompió su telescopio y, por lo tanto, no pudo ver nada con él.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1956,"La Srta. Rodríguez también estaba a bordo de La Heroína, y yo la rescaté junto con mi General.",También rescaté a otras 15 personas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1957,"La Srta. Rodríguez también estaba a bordo de La Heroína, y yo la rescaté junto con mi General.",Rescaté a la señorita Rodríguez y a mi General juntos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1958,"La Señorita Rodríguez también estaba a bordo de La Heroína, y yo la rescaté junto con Su Excelencia.",La Señorita Rodríguez nos rescató a mí y a Su Excelencia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1959,¿Qué pasa si él puede? Bouchard interrumpió descuidadamente.,Bouchard preguntaba porque estaba muy decidido a hacer las cosas a su manera.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1960,¿Qué pasa si él puede? Bouchard interrumpió descuidadamente.,"Bouchard, sin importarle, preguntó si podía.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1961,¿Qué pasa si él puede? Bouchard interrumpió descuidadamente.,"Pero, ¿y si él no puede? Preguntó Bouchard, cortésmente.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1962,"Me pudriré en el infierno o si alguna vez sirvo al Rey, él gritó con una gran furia.","Yo podría servir al rey, pero eso no me haría muy feliz.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1963,"Me pudriré en el infierno antes que servir al Rey, él gritó con una gran furia.",¡Seré feliz sirviendo al rey!,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1964,"Me pudriré en el infierno antes de servir al Rey, él gritó con una gran furia.",¡Nunca serviré al rey!,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1965,"¡Sin duda sos tan boludo como para pensarlo, Hipólito!",Hipólito tuvo una idea tan genial que cualquiera estaría de acuerdo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1966,"¡Sin duda sos tan boludo como para pensarlo, Pedro!",Pedro pensó que podría sobrevivir saltando de un edificio de 3 pisos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1967,"¡Sin duda sos tan boludo como para pensarlo, Bouchard!",Bouchard estaba pensando que parecía ignorante.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1968,"De pie ahora en la barandilla, con San Martín a su lado, el Capitán Bouchard se explicó.",El Capitán Bouchard y San Martín estaban a cuarenta pies de distancia.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1969,"De pie ahora en la barandilla, con San Martín a su lado, el Capitán Bouchard se explicó.",El Capitán Bouchard estaba con San Martín a su lado.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1970,"De pie ahora en la barandilla, con San Martín a su lado, el Capitán Bouchard se explicó.",San Martín estaba de pie a la derecha del Capitán Bouchard.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1971,"Un bote que se había acercado y que había pasado desapercibido desde la orilla llegó rayando y chocando contra el gran casco rojo de La Argentina, y una voz estridente lanzó un gran grito.","Cuando el bote colisionó con La Argentina, se escuchó un fuerte sonido.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1972,"Un bote que se había acercado y que había pasado desapercibido desde la orilla llegó rayando y chocando contra el gran casco rojo de La Argentina, y una voz estridente lanzó un gran grito.",La Argentina es un barco con un exterior rojo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1973,"Un bote que se había acercado y que había pasado desapercibido desde la orilla llegó rayando y chocando contra el gran casco rojo de La Argentina, y una voz estridente lanzó un gran grito.",El bote chocó deliberadamente con La Argentina sabiendo que estaba ahí.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1974,"Después recordarás que fue tu dureza la que me impulsó. Se mudó para irse, después lo miró y le hizo frente.",Ella se había vuelto hacia él a pesar de hacer un gesto para irse.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1975,"Después recordarás que fue tu dureza la que me impulsó. Se movió para irse, después lo miró y le hizo frente.","Rápidamente se escapó de él, nunca para enfrentarlo de nuevo.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1976,"Después recordarás que fue tu dureza la que me impulsó. Se movió para irse, después lo miró y le hizo frente.","Aunque ofendida, se había vuelto hacia él para despedirse por última vez.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1977,"Florencia, te explicás en cierto modo, dijo él.",Se ofrece una explicación de inmediato.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1978,"Florencia, te explicás en cierto modo, dijo él.",Dijo que se ofrece una explicación después de un tiempo.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1979,"Florencia, te explicás en cierto modo, dijo él.","Si bien lleva algo de tiempo, siempre se da una explicación.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1980,"Un bebedor de sangre, lo es.",Él bebe sangre.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1981,"Un bebedor de sangre, lo es.",Nunca ha consumido sangre.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1982,"Un bebedor de sangre, lo es.",Él solo bebe sangre de mujeres.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1983,"Es la verdad, boludo.",Todo lo que digo es verdad.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1984,"Es la verdad, boludo.",Es absolutamente falso.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1985,"Es la verdad, boludo.",Es cierto.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1988,"Vire, capitán. y hágales señales para que envíen un bote y asegúrense de que esa señorita está acá",La señorita llegó finalmente y solo fue necesario señalar el barco.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1989,"Y si no fueras un boludo, González, no necesitarías que te dijera esto.","González parece ser bastante boludo, como uno afirmó.",xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1990,"Y si no fueras un boludo, Lorenzo, no necesitarías que te dijera esto.",Lorenzo fue un iluso al creer en la existencia de Papá Noel.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1991,"Y si no fueras un boludo, González, no necesitarías que te dijera esto.",Alguien dijo que González era de verdad el hombre más inteligente que había conocido.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1992,"¿Y qué se supone que me tiene que pasar a mí, Jeremías? Claro, ahora, volveré para la cena, así lo haré. Bouchard bajó al barco que le esperaba.",Bouchard se metió en una bañera y se alejó.,xnli_rp_full_2026-05-27,2026-05-27 20:44:25.316087+00,validation_app\to_upload\chunk_02.jsonl
1993,"¿Y qué se supone que me tiene que pasar a mí, Javier? Claro, ahora, volveré para la cena, así lo haré. Bouchard bajó al barco que le esperaba.",Bouchard se metió en un bote.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1994,"¿Y qué se supone que me tiene que pasar a mí, Germán? Claro, ahora, volveré para la cena, así lo haré. Bouchard bajó al barco que le esperaba.",Bouchard se metió en un bote púrpura.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1995,"Justo en la entrada del callejón que conduce a la cabaña, se encontró con la señorita Rodríguez.",Se encontró con la señorita Rodríguez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1996,"Justo en la entrada del callejón que conduce a la cabaña, se encontró con la señorita Rodríguez.",Nunca se encontró con la Srta. Rodríguez.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1997,"Justo en la entrada del callejón que conduce a la cabaña, se encontró con la señorita Rodríguez.",La señorita Rodríguez llevaba zapatos rojos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1998,"González, dijo él con una voz fría y aguda como el acero, tu estación está en el puesto de tiro.",Le dijo a González que su posición siempre está en la cocina.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
1999,"González, dijo él con una voz fría y aguda como el acero, tu estación está en el puesto de tiro.",Dijo a González que su puesto estaba situado encima de la cubierta de armas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2000,"González, dijo él con una voz fría y aguda como el acero, tu estación está en el puesto de tiro.",González siempre está estacionado en la cubierta de armas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2001,"Sin embargo, ella no ha salido de espaldas a él, y se estaba moviendo en la misma dirección.",No se giró ni una sola vez para mirarle.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2002,"Sin embargo, ella no ha salido de espaldas a él, y se estaba moviendo en la misma dirección.",Caminaba hacia él y se detuvo cuando estaba cerca.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2003,"Sin embargo, ella no ha salido de espaldas a él, y se estaba moviendo en la misma dirección.",Ella se adelantó a él caminando en la misma dirección.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2004,El museo no es potente en cuanto a catálogos o etiquetas,Al museo no le gusta que lo etiqueten.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2005,El museo no es potente en cuanto a catálogos o etiquetas,El museo no es fanático de los folletos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2006,El museo no es potente en cuanto a catálogos o etiquetas,El punto fuerte del museo son los catálogos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2010,Canal Motorboats BV tiene dos ubicaciones en la ciudad,Todos los concesionarios de Canal Motorboats BV de la ciudad han cerrado la tienda para siempre.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2011,Canal Motorboats BV tiene dos ubicaciones en la ciudad,Hay dos concesionarios para Canal Motorboats BV en esta ciudad.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2012,Canal Motorboats BV tiene dos ubicaciones en la ciudad,"Había una sola ubicación de Canal Motorboats BV, pero el aumento del negocio justificaba una expansión.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2013,Estos mercados al aire libre también son los lugares más interesantes para comprar en Pekín.,Beijing tiene mercados al aire libre que incluyen tiendas muy interesantes.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2014,Estos mercados al aire libre también son los lugares más interesantes para comprar en Pekín.,"En Beijing, los mercados al aire libre son los más interesantes del mundo.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2015,Estos mercados al aire libre también son los lugares más interesantes para comprar en Pekín.,Las estrictas leyes de Beijing prohíben los mercados al aire libre dentro de los límites de la ciudad.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2016,"Vinculado a Nueva Escocia por el angosto Istmo de Chignecto, Nueva Brunswick se convirtió en una provincia separada en 1784 a petición de 14 000 refugiados lealistas.",New Brunswick se convirtió en una provincia porque tenía suficientes personas.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2017,"Vinculado a Nueva Escocia por el angosto Istmo de Chignecto, Nueva Brunswick se convirtió en una provincia separada en 1784 a petición de 14 000 refugiados lealistas.",Nueva Brunswick era una provincia en 1784.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2018,"Vinculado a Nueva Escocia por el angosto Istmo de Chignecto, Nueva Brunswick se convirtió en una provincia separada en 1784 a petición de 14 000 refugiados lealistas.",Nueva Brunswick no era una provincia en 1784.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2019,"La bahía más grande en la costa noroeste es un buen puerto, pero tanto el agua como la playa pueden estar sucias.",El agua y la playa están siempre limpias.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2020,"La bahía más grande en la costa noroeste es un buen puerto, pero tanto el agua como la playa pueden estar sucias.",El agua y la playa pueden estar sucias.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2021,"La bahía más grande en la costa noroeste es un buen puerto, pero tanto el agua como la playa pueden estar sucias.",El agua está sucia debido a la contaminación.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2022,Esos rascacielos son bancos y la calle en los que se encuentran fue apodada Kilómetro de Oro o Golden Kilometer.,Ninguno de los rascacielos en el Kilómetro de Oro son bancos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2023,Esos rascacielos son bancos y la calle en los que se encuentran fue apodada Kilómetro de Oro o Golden Kilometer.,Los rascacielos en el Kilómetro de Oro son bancos.,xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
2024,Esos rascacielos son bancos y la calle en los que se encuentran fue apodada Kilómetro de Oro o Golden Kilometer.,"Los rascacielos del Kilómetro de Oro albergan varios tipos de negocios, incluyendo bancos.",xnli_rp_full_2026-05-27,2026-05-27 20:44:12.043724+00,validation_app\to_upload\chunk_01.jsonl
